url,title,mileage_listed,list_price_displayed,dealer_info
https://www.truecar.com/used-cars-for-sale/listing/3GNAXSEV0NS145613/2022-chevrolet-equinox/?position=8&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2022ChevroletEquinox LS with 1LS AWD,"23,217miles","$18,994",Mirak Chevrolet
https://www.truecar.com/used-cars-for-sale/listing/1GTV2LEH6HZ123731/2017-gmc-sierra-1500/?position=9&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2017GMCSierra 1500 Sierra Double Cab Standard Box 4WD,"103,014miles","$17,995",John's Auto Sales Somerville
https://www.truecar.com/used-cars-for-sale/listing/WMWXM5C50ET935027/2014-mini-hardtop/?position=10&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2014MINIHardtop 2-Door,"43,124miles","$10,495",John's Auto Sales Somerville
https://www.truecar.com/used-cars-for-sale/listing/KNDCE3LG7N5131476/2022-kia-niro-ev/?position=11&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2022KiaNiro EV EX Premium,"24,145miles","$16,900",Nucar Chevrolet Norwood EV EV
https://www.truecar.com/used-cars-for-sale/listing/KNDCC3LG9N5147572/2022-kia-niro-ev/?position=12&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2022KiaNiro EV EX,"39,972miles","$15,500",Nucar Volkswagen of Norwood EV EV
https://www.truecar.com/used-cars-for-sale/listing/YV140MEL7J2392342/2018-volvo-v60/?position=13&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2018VolvoV60 T5 FWD Dynamic,"89,180miles","$14,995",Bespoke Auto
https://www.truecar.com/used-cars-for-sale/listing/1N4AL3APXFN919756/2015-nissan-altima/?position=14&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2015NissanAltima 2.5 S,"122,818miles","$6,995",Beyond Motors
https://www.truecar.com/used-cars-for-sale/listing/KNDCE3LG2N5140568/2022-kia-niro-ev/?position=15&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2022KiaNiro EV EX Premium,"36,084miles","$16,800",Nucar Hyundai Norwood EV EV
https://www.truecar.com/used-cars-for-sale/listing/1C4HJXDG4LW103150/2020-jeep-wrangler/?position=16&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2020JeepWrangler Unlimited Sport S,"100,752miles","$18,500",Route 128 Honda
https://www.truecar.com/used-cars-for-sale/listing/WP0CA29872S620236/2002-porsche-boxster/?position=17&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2002PorscheBoxster 2dr Roadster Tiptronic,"116,654miles","$9,998",Prospect Auto Sales (MA)
https://www.truecar.com/used-cars-for-sale/listing/KNDCC3LG6N5142569/2022-kia-niro-ev/?position=18&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2022KiaNiro EV EX,"23,316miles","$16,695",Nucar Chevrolet of Woburn EV EV
https://www.truecar.com/used-cars-for-sale/listing/1FTFW1ET6DFA81798/2013-ford-f-150/?position=19&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2013FordF-150 XLT SuperCrew 5.5' Box 4WD,"76,278miles","$15,705",Beyond Motors
https://www.truecar.com/used-cars-for-sale/listing/1C4PJMLX1LD631204/2020-jeep-cherokee/?position=20&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2020JeepCherokee Lux 4WD,"69,378miles","$14,705",Beyond Motors
https://www.truecar.com/used-cars-for-sale/listing/JTMRJREV9HD147516/2017-toyota-rav4/?position=21&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2017ToyotaRAV4 Hybrid XLE AWD,"142,925miles","$14,995",Prestige Motors of Malden Hybrid Hybrid
https://www.truecar.com/used-cars-for-sale/listing/5UXCW2C00L9B52123/2020-bmw-x7/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace&zipcode=01923,Used2020BMWX7 xDrive40i,"33,750miles","$42,998",CarMax Danvers
https://www.truecar.com/used-cars-for-sale/listing/5XYPGDA32JG350932/2018-kia-sorento/?position=23&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2018KiaSorento LX I4 AWD,"68,267miles","$13,900",Nucar Chevrolet Norwood
https://www.truecar.com/used-cars-for-sale/listing/5FNYF6H08JB011954/2018-honda-pilot/?position=24&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2018HondaPilot Elite AWD,"139,480miles","$17,895",Prestige Motors of Malden
https://www.truecar.com/used-cars-for-sale/listing/KNDCC3LG9N5138256/2022-kia-niro-ev/?position=25&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2022KiaNiro EV EX,"36,950miles","$15,500",Nucar Chevrolet Norwood EV EV
https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EA1LF785186/2020-tesla-model-3/?position=26&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2020TeslaModel 3 Standard Range Plus RWD,"44,669miles","$16,500",Mirak Chevrolet EV EV
https://www.truecar.com/used-cars-for-sale/listing/JH4KB16647C000840/2007-acura-rl/?position=27&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2007AcuraRL with Technology Package,"181,846miles","$5,998",Prospect Auto Sales (MA)
https://www.truecar.com/used-cars-for-sale/listing/WP1AC2A20CLA82210/2012-porsche-cayenne/?position=28&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2012PorscheCayenne Turbo AWD,"105,390miles","$19,895",Prestige Motors of Malden
