sales_price,price_tier,year,vehicle_age,make,model,trim,odometer_miles,fuel_type,exterior,interior,dealer_state,dealer_distance_miles,source_metro,feature_count,standard_feature_count
24187.0,below_market,2018,8,Jeep,Wrangler,Unlimited Sahara (JL),80219,Gas,Bright White Clearcoat,Black,MA,7.0,boston_ma,0,0
24444.0,below_market,2020,6,Jeep,Wrangler,Unlimited Sahara High Altitude,58530,Gas,Baja Yellow Clearcoat,Heritage Tan/Black,IL,879.0,chicago_il,0,0
38500.0,near_market,2023,3,Jeep,Wrangler,Unlimited High Altitude,41211,Gas,Bright White Clearcoat,Black,MI,644.0,detroit_mi,0,0
22900.0,near_market,2020,6,Jeep,Wrangler,Unlimited Sahara,97545,Gas,Black Clearcoat,Black,CA,2667.0,san-francisco_ca,0,0
29000.0,near_market,2021,5,Jeep,Wrangler,Unlimited Sahara,53088,Gas,Bright White Clearcoat,Black,MA,35.0,boston_ma,0,0
36995.0,near_market,2023,3,Jeep,Wrangler,Unlimited Sahara Altitude,36637,Gas,Black Clearcoat,Black,IL,861.0,chicago_il,0,0
27900.0,near_market,2020,6,Jeep,Wrangler,Unlimited Sahara,63490,Gas,Granite Crystal Metallic Clearcoat,Black,MA,23.0,boston_ma,0,0
31987.0,below_market,2021,5,Jeep,Wrangler,Unlimited Sahara,31723,Gas,Granite Crystal Metallic Clearcoat,Black,IL,853.0,chicago_il,0,0
27994.0,below_market,2021,5,Jeep,Wrangler,Unlimited Sahara High Altitude,56147,Gas,White,Unknown,WA,2477.0,seattle_wa,0,0
29995.0,below_market,2021,5,Jeep,Wrangler,Unlimited Sahara High Altitude,51997,Gas,Black Clearcoat,Black,IL,880.0,chicago_il,0,0
27995.0,below_market,2021,5,Jeep,Wrangler,Unlimited Sahara High Altitude,61127,Gas,Green,Gray,WA,2470.0,seattle_wa,0,0
25989.0,below_market,2019,7,Jeep,Wrangler,Unlimited Sahara,63340,Gas,Black Clearcoat,Black,IL,861.0,chicago_il,0,0
24770.0,below_market,2021,5,Jeep,Wrangler,Unlimited Sahara High Altitude,100476,Gas,Black,Black,MI,615.0,detroit_mi,0,0
26199.0,near_market,2020,6,Jeep,Wrangler,Unlimited Sahara,50818,Gas,Bright White Clearcoat,Black,MA,34.0,boston_ma,0,0
27471.0,below_market,2020,6,Jeep,Wrangler,Unlimited Sahara High Altitude,40722,Gas,Black,Black,WA,2464.0,seattle_wa,0,0
32500.0,below_market,2021,5,Jeep,Wrangler,Unlimited Sahara High Altitude,36241,Gas,Granite Crystal Metallic,Black,IL,857.0,chicago_il,0,0
